reading, gT00, gT01, gT02, gT03, gT10, gT11, gT12, gT13, gT20, gT21, gT22, gT23, gT30, gT31, gT32, gT33
Hokuyo_10.csv,  0.103500, 0.994554, -0.012241, 4.517460, -0.994622, 0.103446, -0.004979, -0.767138, -0.003686, 0.012691, 0.999913, 0.090685, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_11.csv,  0.027822, 0.999580, -0.008120, 4.565113, -0.999600, 0.027778, -0.005369, -1.198413, -0.005141, 0.008266, 0.999952, 0.095303, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_12.csv,  0.025949, 0.999663, -0.000105, 4.569313, -0.999477, 0.025941, -0.019271, -1.827585, -0.019263, 0.000606, 0.999815, 0.097652, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_13.csv,  0.029663, 0.999554, 0.003397, 4.573970, -0.999528, 0.029689, -0.007964, -2.287466, -0.008061, -0.003159, 0.999962, 0.097707, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_14.csv,  -0.253074, 0.967431, -0.005474, 4.567056, -0.967305, -0.253130, -0.015708, -2.714140, -0.016582, 0.001320, 0.999862, 0.096156, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_15.csv,  -0.697342, 0.716636, -0.012190, 4.404519, -0.716661, -0.697416, -0.002884, -3.001627, -0.010569, 0.006725, 0.999922, 0.097012, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_16.csv,  -0.929525, 0.368524, -0.013154, 4.299501, -0.368532, -0.929613, -0.001962, -3.092278, -0.012951, 0.003024, 0.999911, 0.096669, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_17.csv,  -0.999473, 0.017150, -0.027564, 4.094503, -0.016922, -0.999820, -0.008486, -3.192585, -0.027704, -0.008015, 0.999584, 0.094524, 0.000000, 0.000000, 0.000000, 1.00000
Hokuyo_18.csv,  -0.995682, 0.032720, -0.086872, 3.675249, -0.033647, -0.999392, 0.009228, -3.263477, -0.086518, 0.012111, 0.996176, 0.066748, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_19.csv,  -0.999764, 0.016803, -0.013763, 3.315653, -0.016780, -0.999858, -0.001834, -3.287992, -0.013792, -0.001603, 0.999903, 0.057328, 0.000000, 0.000000, 0.000000, 1.00000
Hokuyo_20.csv,  -0.999637, -0.026592, -0.004359, 2.765651, 0.026743, -0.998867, -0.039361, -3.248060, -0.003308, -0.039463, 0.999216, 0.064157, 0.000000, 0.000000, 0.000000, 1.00000
Hokuyo_21.csv,  -0.999384, -0.028075, -0.021055, 2.212928, 0.028873, -0.998839, -0.038552, -3.220589, -0.019948, -0.039136, 0.999034, 0.054232, 0.000000, 0.000000, 0.000000, 1.00000
Hokuyo_22.csv,  -0.704337, -0.709217, -0.030336, 1.973392, 0.709583, -0.704620, -0.001879, -3.079876, -0.020042, -0.022849, 0.999538, 0.049728, 0.000000, 0.000000, 0.000000, 1.00000
Hokuyo_23.csv,  -0.414897, -0.908361, -0.052351, 1.813258, 0.909737, -0.415130, -0.006871, -2.821764, -0.015491, -0.050475, 0.998605, 0.045916, 0.000000, 0.000000, 0.000000, 1.00000
Hokuyo_24.csv,  -0.244369, -0.969420, -0.022548, 1.662674, 0.967068, -0.245352, 0.067692, -2.489125, -0.071154, -0.005263, 0.997451, 0.043583, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_25.csv,  -0.015370, -0.998171, -0.058474, 1.671795, 0.997745, -0.019132, 0.064335, -2.053801, -0.065336, -0.057354, 0.996214, 0.031823, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_26.csv,  0.061884, -0.996628, -0.053885, 1.680596, 0.997473, 0.059869, 0.038240, -1.613832, -0.034885, -0.056115, 0.997814, 0.018924, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_27.csv,  -0.007662, -0.999802, -0.018345, 1.728943, 0.998637, -0.008597, 0.051485, -1.132080, -0.051632, -0.017926, 0.998506, 0.010658, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_28.csv,  -0.052020, -0.998338, -0.024824, 1.707504, 0.997752, -0.053009, 0.041004, -0.627336, -0.042252, -0.022635, 0.998851, -0.011420, 0.000000, 0.000000, 0.000000, 1.00000
Hokuyo_29.csv,  -0.040235, -0.999039, -0.017380, 1.625196, 0.995577, -0.038605, -0.085658, -0.242064, 0.084905, -0.020749, 0.996173, 0.013300, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_30.csv,  -0.015658, -0.999694, -0.019114, 1.532921, 0.999777, -0.015925, 0.013886, 0.199413, -0.014187, -0.018892, 0.999720, 0.030818, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_31.csv,  -0.022699, -0.999496, -0.022195, 1.533389, 0.999446, -0.023228, 0.023819, 0.791053, -0.024322, -0.021642, 0.999470, 0.028004, 0.000000, 0.000000, 0.000000, 1.000000
