reading, gT00, gT01, gT02, gT03, gT10, gT11, gT12, gT13, gT20, gT21, gT22, gT23, gT30, gT31, gT32, gT33
Hokuyo_25.csv, 0.316101, -0.944059, -0.093982, 6.861962, 0.948687, 0.315418, 0.022430, 7.449915, 0.008468, -0.096249, 0.995322, 0.292590, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_26.csv, 0.277807, -0.953164, -0.119594, 7.085452, 0.960490, 0.273420, 0.051976, 8.047625, -0.016842, -0.129308, 0.991461, 0.320808, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_27.csv, 0.266382, -0.956551, -0.118543, 7.218506, 0.963692, 0.261968, 0.051661, 8.592341, -0.018362, -0.128001, 0.991604, 0.328826, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_28.csv, 0.310662, -0.944114, -0.110174, 7.424305, 0.950464, 0.307281, 0.046870, 9.214486, -0.010397, -0.119277, 0.992807, 0.339465, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_29.csv, 0.371127, -0.921590, -0.113732, 7.660346, 0.928514, 0.369777, 0.033536, 9.792509, 0.011149, -0.118049, 0.992945, 0.360633, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_30.csv, 0.412481, -0.900426, -0.138173, 7.837266, 0.910460, 0.412536, 0.029596, 10.378805, 0.030353, -0.138008, 0.989966, 0.380233, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_31.csv, 0.415592, -0.895493, -0.159297, 8.145404, 0.909332, 0.412918, 0.051131, 11.022305, 0.019989, -0.166103, 0.985905, 0.420255, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_32.csv, 0.438704, -0.892638, -0.103614, 8.484965, 0.898524, 0.437502, 0.035277, 11.634084, 0.013842, -0.108576, 0.993991, 0.443042, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_33.csv, 0.464323, -0.882553, -0.074192, 8.787329, 0.885576, 0.463834, 0.024741, 12.181040, 0.012577, -0.077190, 0.996937, 0.462535, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_34.csv, 0.448313, -0.889824, -0.085023, 8.990507, 0.893523, 0.448778, 0.014639, 12.723460, 0.025130, -0.082532, 0.996272, 0.481536, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_35.csv, 0.520793, -0.850798, -0.070128, 9.192651, 0.853629, 0.519922, 0.031599, 13.197957, 0.009578, -0.076320, 0.997037, 0.493568, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_36.csv, 0.498192, -0.864006, -0.072790, 9.553915, 0.867065, 0.496251, 0.043967, 13.660358, -0.001866, -0.085017, 0.996377, 0.518294, 0.000000, 0.000000, 0.000000, 1.000000
