reading, gT00, gT01, gT02, gT03, gT10, gT11, gT12, gT13, gT20, gT21, gT22, gT23, gT30, gT31, gT32, gT33
Hokuyo_12.csv  ,  -0.386691, 0.922185, 0.006767, 4.022124, -0.922137, -0.386558, -0.015386, -2.849794, -0.011573, -0.012189, 0.999859, 0.042340, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_13.csv  ,  -0.748544, 0.663066, -0.005076, 3.903385, -0.663026, -0.748558, -0.007601, -3.086087, -0.008840, -0.002323, 0.999958, 0.042814, 0.000000, 0.000000, 0.000000, 1.00000
Hokuyo_14.csv  ,  -0.936579, 0.350457, 0.000257, 3.700477, -0.350457, -0.936579, 0.000454, -3.322431, 0.000399, 0.000336, 1.000000, 0.041887, 0.000000, 0.000000, 0.000000, 1.0000000
Hokuyo_15.csv  ,  -0.993942, 0.073981, -0.081277, 3.282073, -0.075142, -0.997108, 0.011311, -3.442893, -0.080205, 0.017350, 0.996628, 0.019110, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_16.csv  ,  -0.999569, 0.029162, -0.003387, 2.715845, -0.029241, -0.999229, 0.026188, -3.487304, -0.002621, 0.026275, 0.999651, 0.011935, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_17.csv  ,  -0.998578, 0.041032, -0.034049, 2.222854, -0.040605, -0.999089, -0.013159, -3.560443, -0.034557, -0.011757, 0.999334, 0.020258, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_18.csv  ,  -0.996627, -0.078457, -0.024048, 1.598292, 0.078771, -0.996816, -0.012408, -3.538457, -0.022998, -0.014260, 0.999634, 0.016301, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_19.csv  ,  -0.991733, -0.128114, -0.007280, 0.921894, 0.128101, -0.991759, 0.002206, -3.428443, -0.007502, 0.001254, 0.999971, 0.013968, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_20.csv  ,  -0.774334, -0.629354, -0.065734, 0.579991, 0.628705, -0.776955, 0.032736, -3.330742, -0.071675, -0.015979, 0.997300, 0.008504, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_21.csv  ,  -0.454241, -0.888603, -0.063638, 0.489809, 0.887899, -0.457402, 0.049182, -3.217288, -0.072812, -0.034164, 0.996760, 0.005588, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_22.csv  ,  -0.101632, -0.992928, -0.061362, 0.449386, 0.994338, -0.103314, 0.024893, -3.098801, -0.031056, -0.058485, 0.997805, -0.002083, 0.000000, 0.000000, 0.000000, 1.00000
Hokuyo_23.csv  ,  0.018662, -0.999543, -0.023789, 0.472096, 0.999587, 0.018133, 0.022297, -2.489806, -0.021856, -0.024196, 0.999468, -0.013444, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_24.csv  ,  0.045855, -0.998691, -0.022664, 0.491156, 0.998424, 0.045085, 0.033401, -1.994239, -0.032336, -0.024161, 0.999185, -0.017473, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_25.csv  ,  0.022024, -0.999757, 0.001569, 0.507128, 0.999286, 0.022062, 0.030668, -1.476601, -0.030695, 0.000893, 0.999529, -0.025165, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_26.csv  ,  0.019658, -0.999766, -0.009050, 0.549347, 0.998760, 0.019222, 0.045918, -0.960385, -0.045732, -0.009942, 0.998904, -0.041577, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_27.csv  ,  -0.042986, -0.998989, -0.013130, 0.505912, 0.999018, -0.043121, 0.010133, -0.274661, -0.010689, -0.012682, 0.999863, 0.005900, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_28.csv  ,  -0.017241, -0.999794, -0.010706, 0.524452, 0.999718, -0.017412, 0.016138, 0.319998, -0.016321, -0.010425, 0.999812, 0.004970, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_29.csv  ,  -0.001098, -0.999931, -0.011696, 0.566463, 0.999892, -0.001269, 0.014607, 1.006382, -0.014621, -0.011679, 0.999825, -0.001522, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_30.csv  ,  0.152891, -0.988026, 0.020693, 0.661562, 0.987368, 0.153603, 0.038843, 1.531330, -0.041557, 0.014493, 0.999031, -0.016071, 0.000000, 0.000000, 0.000000, 1.000000
