reading, gT00, gT01, gT02, gT03, gT10, gT11, gT12, gT13, gT20, gT21, gT22, gT23, gT30, gT31, gT32, gT33
Hokuyo_10.csv,  0.989996, -0.091899, 0.107059, 3.918368, 0.092410, 0.995721, 0.000188, -0.769878, -0.106618, 0.009707, 0.994253, 0.117517, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_11.csv,  0.998467, -0.055343, -0.000605, 4.329996, 0.055311, 0.998160, -0.024814, -0.806590, 0.001976, 0.024743, 0.999692, 0.110955, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_12.csv,  0.894183, -0.440713, -0.078792, 4.681823, 0.441799, 0.897105, -0.004021, -0.747454, 0.072457, -0.031215, 0.996883, 0.129378, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_13.csv,  0.546322, -0.832799, -0.089317, 4.756467, 0.836596, 0.547727, 0.010127, -0.520016, 0.040488, -0.080255, 0.995952, 0.138734, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_14.csv,  0.145120, -0.985095, -0.092349, 4.851124, 0.989374, 0.145328, 0.004504, -0.229954, 0.008984, -0.092021, 0.995716, 0.147452, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_15.csv,  0.076341, -0.992131, -0.099233, 4.883355, 0.997052, 0.076723, -0.000024, 0.299957, 0.007636, -0.098939, 0.995064, 0.155685, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_16.csv,  0.008926, -0.993974, -0.109252, 4.939871, 0.999957, 0.008594, 0.003518, 1.022176, -0.002559, -0.109280, 0.994008, 0.167355, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_17.csv,  0.002686, -0.994528, -0.104433, 5.002771, 0.999909, 0.004050, -0.012836, 1.667446, 0.013189, -0.104389, 0.994449, 0.195381, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_18.csv,  0.053704, -0.992256, -0.112004, 5.101160, 0.998347, 0.055655, -0.014369, 2.252180, 0.020491, -0.111047, 0.993604, 0.225997, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_19.csv,  0.024736, -0.993585, -0.110345, 5.091391, 0.999572, 0.022856, 0.018266, 3.053128, -0.015627, -0.110748, 0.993726, 0.236856, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_20.csv,  0.033223, -0.994139, -0.102880, 5.089897, 0.999419, 0.033829, -0.004149, 3.823104, 0.007606, -0.102681, 0.994685, 0.249846, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_21.csv,  0.066990, -0.991961, -0.107352, 5.158120, 0.997576, 0.068621, -0.011573, 4.642736, 0.018846, -0.106317, 0.994154, 0.274101, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_22.csv,  -0.053171, -0.991309, -0.120326, 5.191120, 0.998256, -0.049675, -0.031876, 5.925917, 0.025622, -0.121812, 0.992222, 0.312398, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_23.csv,  0.010014, -0.991292, -0.131302, 5.168839, 0.999164, 0.015124, -0.037980, 6.519689, 0.039636, -0.130813, 0.990614, 0.332719, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_24.csv,  0.077379, -0.992774, -0.091718, 5.127162, 0.996664, 0.079420, -0.018816, 7.320111, 0.025965, -0.089956, 0.995607, 0.352543, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_25.csv,  0.111434, -0.989280, -0.094385, 5.207928, 0.992863, 0.114892, -0.032011, 8.084418, 0.042512, -0.090144, 0.995021, 0.387553, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_26.csv,  0.118413, -0.984042, -0.132809, 5.306631, 0.990834, 0.125855, -0.049088, 8.750992, 0.065019, -0.125779, 0.989925, 0.423866, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_27.csv,  0.142670, -0.981362, -0.128743, 5.388209, 0.989526, 0.144313, -0.003475, 9.269035, 0.021990, -0.126899, 0.991672, 0.460008, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_28.csv,  0.136925, -0.982439, -0.126750, 5.484342, 0.989560, 0.141469, -0.027533, 9.907900, 0.044981, -0.121657, 0.991552, 0.480891, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_29.csv,  0.222454, -0.967744, -0.118258, 5.614831, 0.973816, 0.226387, -0.020768, 10.605690, 0.046870, -0.110541, 0.992765, 0.516052, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_30.csv,  0.132231, -0.984475, -0.115432, 5.704289, 0.990256, 0.136337, -0.028394, 11.238132, 0.043692, -0.110553, 0.992910, 0.548464, 0.000000, 0.000000, 0.000000, 1.000000
Hokuyo_31.csv,  0.237112, -0.962098, -0.134708, 5.869333, 0.969453, 0.243288, -0.031164, 11.916458, 0.062755, -0.123204, 0.990395, 0.592839, 0.000000, 0.000000, 0.000000, 1.000000
